count|raw_tweet|processed_tweet
29|@sicklybabe @batbushka Who said “it wouldn’t let us fill the script of there was an issue”. Checked with psych “ask for a different pain med”. Urgent care &amp; pharmacy nearly let me take Pristiq, Welbutrin, Buspar AND Tramadol. 2/2|sicklybabe batbushka    wouldn   fill  script     issue checked  psych     pain med urgent care amp pharmacy nearly    pristiq welbutrin buspar  tramadol 
30|@sicklybabe @batbushka My psych switched me to Pristiq &amp; ended up in urgent care for a ton of things (but LOTS of pain) &amp; doc prescribed Tramadol. I asked if it conflicted w/ Pristiq/Buspar/Welbutrin &amp; told “he wouldn’t prescribe it if there was an issue”. Checked on interactions &amp; asked pharmacist 1/|sicklybabe batbushka  psych switched   pristiq amp    urgent care   ton    lots  pain amp doc prescribed tramadol     conflicted  pristiqbusparwelbutrin amp told  wouldn prescribe      issue checked  interactions amp  pharmacist 
31|Discussed my genesight test. I was right when I said nothing worked. My genes are not compatible with literally almost all psych meds for one reason or another. We have few choices. He said stick with thc and lamictal we will try pristiq but if it doesn’t work throw it away.|discussed  genesight test          genes   compatible  literally   psych meds   reason      choices   stick  thc  lamictal   try pristiq    doesn  throw  
32|@camilledargan In the last three years I’ve tried zoloft, pristiq, Wellbutrin. Then stopped to try hormone replacement therapy and lifestyle changes (didn’t work). Took the @GeneSight test to see what my body can metabolize well — now on a low dose of Prozac! #NoShame #mentalwellness 💙|camilledargan      ve tried zoloft pristiq wellbutrin  stopped  try hormone replacement therapy  lifestyle changes didn    genesight test     body  metabolize      low dose  prozac noshame mentalwellness 💙
33|Hoy sí pegó fuerte el Pristiq.|hoy sí pegó fuerte el pristiq
34|@elonmusk ssri don't work I'm on pristiq it doesn't help can you maybe create a limitless pill without a crash that keeps the dopamine levels up 100 percent of the time.|elonmusk ssri     pristiq   help   maybe create  limitless pill   crash    dopamine levels   percent   time
35|@AllenHe9 hello! wow, I guess I'm 3 years on from stopping pristiq now. it definitely gets better and less intense/frequent, don't worry! but, it does take time, and I still occasionally get them even now. it's not the worst thing though. hope the taper is gentle. all the best!|allenhe hello wow  guess      stopping pristiq   definitely     intensefrequent  worry     time    occasionally        worst   hope  taper  gentle   
36|Acabo de verme Un héroe y no sé si estoy chillando porque se me acabó la caja de Pristiq o si de verdad la vida es así de hijueputa y lo sé de primera mano.|acabo de verme un héroe   sé si estoy chillando porque se  acabó la caja de pristiq  si de verdad la vida es así de hijueputa  lo sé de primera mano
37|@DrHarryThomas Pristiq. It works perfectly for me and does only what I need it to do.|drharrythomas pristiq   perfectly           
38|@blazeybones I was on Zoloft too but then it ruined my life and I started on antipsychotics it’s been a game changer I’ve heard good things about pristiq!|blazeybones    zoloft     ruined  life   started  antipsychotics    game changer ve heard    pristiq
39|@cherry_faerie Ex-zoloft but I've been a pristiq baddie for 10 years|cherryfaerie exzoloft     pristiq baddie   
40|@AshleyGWinter It also displays that everyone has a price and will usurp “science” for profit. Trust is eroding. With that being said, Pristiq has helped me immensely.|ashleygwinter   displays     price   usurp science  profit trust  eroding     pristiq  helped  immensely
41|@sassistheword @Ashashley3121 @AshleyGWinter I feel that way about Pristiq. Lexapro was okay but it kind of just took the edge off. Never really helped my depression, though it helped the anxiety. But Pristiq has allowed for such improvement for me. It’s hard sometimes to find the right fit.|sassistheword ashashley ashleygwinter  feel    pristiq lexapro  okay        edge    helped  depression   helped  anxiety  pristiq  allowed   improvement    hard sometimes     fit
42|Nothing soothes nighttime woes more than my Pristiq tablets &amp; an Ice Cold Coca Cola Zero Sugar #cocacola #depression #cokezero #yas| soothes nighttime woes    pristiq tablets amp  ice cold coca cola zero sugar cocacola depression cokezero yas
43|@BiteBunnys i'm not sure entirely about lexapro specifically, but i know most antidepressants are designed to be strictly taken every day, when i was on pristiq at one time and skipped doses i started getting blackouts 😶 i would def talk abt lowering the doseage instead if u can!|bitebunnys    entirely  lexapro specifically     antidepressants  designed   strictly   day     pristiq   time  skipped doses  started getting blackouts 😶   def talk abt lowering  doseage instead   
44|@SmpleCountryDoc @elonmusk @pmarca Lamictal, Pristiq, Minipress and Valium for my seizures and C-PTSD, Symbicort and CombiVent for my COPD. Wellbutrin was like drinking 15 espressos in 20 mins, and brought back imagery NOBODY should see.|smplecountrydoc elonmusk pmarca lamictal pristiq minipress  valium   seizures  ptsd symbicort  combivent   copd wellbutrin   drinking  espressos   mins  brought  imagery   
45|@elizarickman @grumpylibtxvet I splurged a few years back on a genetic study to find out if I had genetic interactions with any of the depression meds I’d been on. Turned out that I did with pretty much all of them. I’m on Pristiq now and it works reasonably well for me.|elizarickman grumpylibtxvet  splurged       genetic study       genetic interactions     depression meds          pretty       pristiq     reasonably   
46|@Fablewolf91 I'm on Pristiq after having a meltdown on Prozac and I think SSRIs are WAY more dangerous than SNRIs|fablewolf   pristiq    meltdown  prozac    ssris    dangerous  snris
47|do not fucking touch my wellbutrin i will literally fight to the death like the wellbutrin and pristiq mix has quite literally changed my entire mood/life please stop speaking for everyone about your one (1) experience with the drug jfk https://t.co/GxAr8Bm77J|  fucking touch  wellbutrin   literally fight   death   wellbutrin  pristiq mix   literally changed  entire moodlife please stop speaking       experience   drug jfk httpscogxarbmj
48|@ellle_em At one point I was taking so much Wellbutrin and it wasn’t doing the job that my Dr. sent me for an ADHD evaluation. I got on Adderall and also started Pristiq, but I’m grateful for my Welly-boo-boo keeping me alive while I was going through it before my diagnosis my|ellleem      taking   wellbutrin   wasn   job   dr sent    adhd evaluation    adderall   started pristiq   grateful   wellybooboo keeping  alive         diagnosis 
49|@drjessigold It took me excessive amounts of time to be placed on a medication (Pristiq) that actually worked for me with minimal side-effects. We’re talking years of trial and error. Just b/c the other meds didn’t work out doesn’t mean they are bad.|drjessigold    excessive amounts  time   placed   medication pristiq  actually     minimal effects re talking   trial  error     meds didn   doesn mean   bad
50|@ValerianEmp Pristiq at the lowest possible dose is literally the only AD that works for me. I've tried 10+ over the past 17 years no joke. If I miss my dose by over 8 hours, I'm already in withdrawal and it is absolute hell.|valerianemp pristiq   lowest  dose  literally   ad      tried    past    joke   miss  dose    hours    withdrawal    absolute hell
51|@DANALAI6 Well, back then I didn't have any diagnosis, but I believe they replaced it with Prozac.Now I take Pristiq, Buspar, Abilify, and Adderall. My depression has always been very treatment resistant and I have several disorders on top of ADHD.|danalai        diagnosis   believe  replaced   prozac   pristiq buspar abilify  adderall  depression     treatment resistant     disorders  top  adhd
52|@AnxietySong @QuinntoBean I did, my psychiatrist recommended and it was cover3d under insurance so why not?It did rule out wellbutrin on its own, though apparently if i take it with the pristiq i was prescribed its magical.It did help with getting me adderall.|anxietysong quinntobean    psychiatrist recommended    coverd  insurance     rule  wellbutrin     apparently       pristiq   prescribed  magical  help  getting  adderall
53|@kingsleystarr @elonmusk @pmarca Yes self medicating is rarely ever the way to go. That's what you meant to say, not "humans fiction more optimally without the influence of drugs." My prescribed Pristiq saved my life and helped me function more optimally.|kingsleystarr elonmusk pmarca  self medicating  rarely         meant    humans fiction  optimally   influence  drugs  prescribed pristiq saved  life  helped  function  optimally
54|As always, I'm glad medical decisions are made by  professionals &amp; not bored billonaire's anecdata. If prescribed meds make your time here on earth better, that's a good thing. And on that note, shout out to Wellbutrin, Pristiq, Clonazepam, and Vyvanse for doing heavy lifting. &lt;3 https://t.co/hZvkHgmWi5|   glad medical decisions     professionals amp  bored billonaire anecdata  prescribed meds   time   earth         note shout   wellbutrin pristiq clonazepam  vyvanse   heavy lifting lt httpscohzvkhgmwi
55|@drjessigold How would you rate Pristiq?|drjessigold    rate pristiq
56|@FatFemnistWitch @Istezada @NomeDaBarbarian It is true for all of them! I take the newer version of effexor, pristiq. It's awesome for me. Withdrawal symptoms is exactly what described when I went w/o for 4+ days before. Like I have said in other post its all about finding the right one/combo for you!|fatfemnistwitch istezada nomedabarbarian   true         version  effexor pristiq  awesome   withdrawal symptoms  exactly  described       days        post    finding   combo  
57|@arwinged It gave me really bad stummy hurties 😭😭 I’m glad it works for u tho!! I’ve been on my current drugs (Pristiq and Lamictal) for approximately 5 years now 🤓|arwinged     bad stummy hurties 😭😭  glad     tho ve    current drugs pristiq  lamictal  approximately    🤓
58|I do think they should be studied more and legalized, but we don't need to put down antidepressants and other meds in the process. Effexor and Pristiq were the first meds that made me feel... Normal. I'm very thankful to have given SNRIs a chance. (3/3)|      studied   legalized        antidepressants   meds   process effexor  pristiq    meds    feel normal   thankful    snris  chance 
59|@queenofthesou1 I’m proud of you for taking back control of your life.  Many people don’t do that and give up.  Do you take any homeopathic supplements for your depression?  Just curious.  I’m on Pristiq, which isn’t homeopathic, and get super dizzy if I try and cut back to come off of it.|queenofthesou  proud    taking  control   life   people don           homeopathic supplements   depression   curious    pristiq  isn homeopathic   super dizzy   try  cut      
60|As someone who is being weaned off Wellbutrin two and a half year into treatment, what.The person I am today is not the person I was when I started. There were some bends in the way, but combined with pristiq (then trintellix), Wellbutrin has saved my life.#elonstayinyourlane https://t.co/J8TZPxOSh3|     weaned  wellbutrin    half   treatment  person       person     started    bends     combined  pristiq  trintellix wellbutrin  saved  lifeelonstayinyourlane httpscojtzpxosh
61|@mirandayaver @WFKARS Me too! Pristiq for years, and it has worked fabulously. Wellbutrin started to be less effective years in.|mirandayaver wfkars   pristiq       fabulously wellbutrin started    effective  
62|@WFKARS Seriously. I took Wellbutrin for years. It turned out that there was another medication (Pristiq) that was more effective for me, but I still benefited from it and have a number of friends who have as well. I so despise the ignorant dispensing of medical advice by non-experts.|wfkars seriously   wellbutrin          medication pristiq    effective      benefited        friends       despise  ignorant dispensing  medical advice  experts
63|@attaace Yeah I ended up having to take a genetic test to determine what I can take &amp; it turns out the answer is nothing 💀 my genes make me react to EVERYTHING aside from LITERALLY 5 meds. 5. So it was Pristiq or bust &amp; thank God it worked|attaace yeah        genetic test  determine     amp     answer   💀  genes   react   aside  literally  meds     pristiq  bust amp thank god  
64|@attaace Idk how to tell Elon this, but everyone has different responses to medications. Wellbutrin gave me serotonin syndrome, but it worked for a coworker who is a million times better. Prozac and Zoloft also gave me horrible side effects. The only thing that's worked is Pristiq 🤷‍♂️|attaace idk   tell elon      responses  medications wellbutrin   serotonin syndrome      coworker    million times  prozac  zoloft    horrible  effects       pristiq 🤷‍♂️
65|@elonmusk @pmarca I weaned myself off Pristiq and am much happier on Wellbutrin. Everyone has to be careful with drugs that come with warnings.|elonmusk pmarca  weaned   pristiq    happier  wellbutrin     careful  drugs    warnings
66|@NinjaMarion @MaxPatrick1113 *and pristiq!  Meds wore off a while ago😂|ninjamarion maxpatrick  pristiq  meds wore    ago😂
67|@Isle_of_ShipRex @NomeDaBarbarian Withdrawal is soo much worse than anything! I take Pristiq. I've gone up to 10 days with out it before and it was awful. It was worse than being depressed. The brain zaps, skin crawling, the brain fog, depression, etc. NTY! I'll just take my pristiq!|isleofshiprex nomedabarbarian withdrawal  soo  worse     pristiq  gone    days        awful   worse   depressed  brain zaps skin crawling  brain fog depression etc nty     pristiq
68|@AnglTaz @irishrygirl @elonmusk @pmarca I was just prescribed Pristiq to go with my Wellbutrin. I am hopeful it will help, felt like the Wellbutrin stopped working..|angltaz irishrygirl elonmusk pmarca    prescribed pristiq     wellbutrin   hopeful   help    wellbutrin stopped 
69|@science_enby @Elana_Brooklyn @a_catattack Thank you!!! This was very helpful!FYI, tho, for anyone using it: not all common medications are available to check, so you may need to play around a bit to find helpful info. (For example, desvenlafaxine/Pristiq is not available to cross-reference, but venlafaxine/Effexor is.)|scienceenby elanabrooklyn acatattack thank     helpfulfyi tho   using    common medications  available  check      play   bit   helpful info  example desvenlafaxinepristiq   available  crossreference  venlafaxineeffexor 
70|@elonmusk @pmarca What about Pristiq?|elonmusk pmarca   pristiq
71|@SantiagoVargasN Así es! Yo tomé Pristiq (me ayudó muchísimo) y recuerdo que el doc me hizo uno “plan” que duró varios meses de retiro progresivo para finalmente suspenderla. Que bueno que pudiste conseguirla! Enseguida te sentirás súper!|santiagovargasn así es yo tomé pristiq  ayudó muchísimo  recuerdo que el doc  hizo uno plan que duró varios meses de retiro progresivo para finalmente suspenderla que bueno que pudiste conseguirla enseguida te sentirás súper
72|สรุปตอนนี้มียาอยู่ 4 ตัวกินทุกวันPristiq (SNRI)Lexapro (SSRI)กินฉุกเฉิน Deanxit (ใช้เวลากังวลมาก)Lorazepam (ยานอนหลับ)|สรุปตอนนี้มียาอยู่  ตัวกินทุกวันpristiq snrilexapro ssriกินฉุกเฉิน deanxit ใช้เวลากังวลมากlorazepam ยานอนหลับ
73|@SantiagoVargasN Pristiq?|santiagovargasn pristiq
74|@elonmusk @pmarca While we’re on the subject of anti-depressants: I’m having horrible withdrawals from Pristiq (SNRI by Pfizer) after 200mg/day for 4 years. If I’d known about the brain zaps, nausea, dizziness and potential for seizures &amp; deadly serotonin syndrome, not sure I would have taken it.|elonmusk pmarca  re   subject  antidepressants   horrible withdrawals  pristiq snri  pfizer  mgday         brain zaps nausea dizziness  potential  seizures amp deadly serotonin syndrome       
75|you’ve heard of lexapro bisexuals. get ready for pristiq pansexuals|ve heard  lexapro bisexuals  ready  pristiq pansexuals
76|RT @pristiq666: category is: that feeling on the third day of pristiq withdrawal when ur like in a constant state of about to pass out. goo…|rt pristiq category   feeling   third day  pristiq withdrawal  ur    constant     pass  goo…
77|Pristiq 100mg|pristiq mg
78|@Lurasidone_ Pristiq y latuda|lurasidone pristiq  latuda
79|Pharmaton, concerta, seroquel y pristiq y salgo pa la calle ma fino y elegantee|pharmaton concerta seroquel  pristiq  salgo pa la calle ma fino  elegantee
80|@xc32tk @Lurasidone_ Me cambiaron toda la medicación en el último ingreso, antes tomaba fluoxetina por el mismo psiquiatra, después pristiq y ahora el mismo psiquiatra me ha puesto la paroxetina|xctk lurasidone  cambiaron toda la medicación en el último ingreso antes tomaba fluoxetina por el mismo psiquiatra después pristiq  ahora el mismo psiquiatra  ha puesto la paroxetina
81|@ashleylynch I think I take Pristiq but, same side-effects|ashleylynch     pristiq   effects
82|RT @loveinbIood: the robins as antidepressants i've takendick: pristiq and abilifytim: zoloftjason: weeddamian: should be taking lexap…|rt loveinbiood  robins  antidepressants  takendick pristiq  abilifytim zoloftjason weeddamian   taking lexap…
83|RT @loveinbIood: the robins as antidepressants i've takendick: pristiq and abilifytim: zoloftjason: weeddamian: should be taking lexap…|rt loveinbiood  robins  antidepressants  takendick pristiq  abilifytim zoloftjason weeddamian   taking lexap…
84|the robins as antidepressants i've takendick: pristiq and abilifytim: zoloftjason: weeddamian: should be taking lexapro but refuses tosteph: bupropion| robins  antidepressants  takendick pristiq  abilifytim zoloftjason weeddamian   taking lexapro  refuses tosteph bupropion
85|@fuyuki_0127 係pristiq..|fuyuki 係pristiq
86|@lindie8487 @dvasishtha More PHQ-9/GAD-7 -&gt; more depression+anxiety diagnoses --&gt; more psychiatric prescriptions. Pfizer's psych armamentarium includes Zoloft, Effexor, Xanax, Pristiq.|lindie dvasishtha  phqgad gt  depressionanxiety diagnoses gt  psychiatric prescriptions pfizer psych armamentarium includes zoloft effexor xanax pristiq
87|@sicklybabe @faultnourczars @batbushka Exactly. It was “Nope! All good!” I was on Welbutrin, Pristiq and Buspar which all set up serotonin syndrome alone|sicklybabe faultnourczars batbushka exactly   nope      welbutrin pristiq  buspar   set  serotonin syndrome 
88|@Just_Miyo Yeah pristiq is working fine, i dont feel like blowing my brains out w a shotgun 24/7, just sometimes|justmiyo yeah pristiq   fine  dont feel  blowing  brains    shotgun   sometimes
89|Ive been changing meds constantly since october because they werent doing much (luvox,sertraline,lexapro,lexapro AND lamotrigine) but ive been taking 100 mg of pristiq/desvenlafaxine and its working pretty good actually, i also got a xanax prescription to deal w panic attacks lol https://t.co/J9rJATgBvB|ive  changing meds constantly  october   werent   luvoxsertralinelexaprolexapro  lamotrigine  ive  taking  mg  pristiqdesvenlafaxine    pretty  actually     xanax prescription  deal  panic attacks lol httpscojrjatgbvb
90|@sicklybabe @batbushka Who said “it wouldn’t let us fill the script of there was an issue”. Checked with psych “ask for a different pain med”. Urgent care &amp; pharmacy nearly let me take Pristiq, Welbutrin, Buspar AND Tramadol. 2/2|sicklybabe batbushka    wouldn   fill  script     issue checked  psych     pain med urgent care amp pharmacy nearly    pristiq welbutrin buspar  tramadol 
91|@sicklybabe @batbushka My psych switched me to Pristiq &amp; ended up in urgent care for a ton of things (but LOTS of pain) &amp; doc prescribed Tramadol. I asked if it conflicted w/ Pristiq/Buspar/Welbutrin &amp; told “he wouldn’t prescribe it if there was an issue”. Checked on interactions &amp; asked pharmacist 1/|sicklybabe batbushka  psych switched   pristiq amp    urgent care   ton    lots  pain amp doc prescribed tramadol     conflicted  pristiqbusparwelbutrin amp told  wouldn prescribe      issue checked  interactions amp  pharmacist 
92|@Flash77896822 @prusicca Rivotril en salsa de Pristiq.|flash prusicca rivotril en salsa de pristiq
93|@kngdvo @highsenberg_ Pristiq? New name to me! *goes off to research*|kngdvo highsenberg pristiq  name   goes   research
94|@neeledgam @highsenberg_ i actually didn’t mind! my psychiatrist retired, so when I got a new one they wanted to try a bunch of new meds before settling on a pristiq + adderall combo|neeledgam highsenberg  actually didn mind  psychiatrist retired           try  bunch   meds  settling   pristiq  adderall combo
95|@LuirodeLuisa @BeatrizAC10 Pristiq q tb es para el dolor neuropstico pero para ese ya tomo lyrica. Yo lo q me mata son las artralgias y el dolor muscular en al espalda. Pero yo voy a probar.|luirodeluisa beatrizac pristiq  tb es para el dolor neuropstico pero para ese ya tomo lyrica yo lo   mata son las artralgias  el dolor muscular en al espalda pero yo voy  probar
96|@fuyuki_0127 Pristiq 還好一進入Q仔是不歸路🥹|fuyuki pristiq 還好一進入q仔是不歸路🥹
97|Lo bueno de estar soltero es que sales con quien quieras, yo ayer salí con mi hoja aprobada para el pristiq y nadie dijo nada.😎😎 https://t.co/tl4arNiz8W|lo bueno de estar soltero es que sales con quien quieras yo ayer salí con mi hoja aprobada para el pristiq  nadie dijo nada😎😎 httpscotlarnizw
98|I was on Lexapro for 3 years, and developed hypersomnia.  I do hope your physicians are informing you of its crippling side effects.  I have tried 9 medications, and the latest being PristiQ (SNRI) and day 1 - felt like I was phasing in and out of reality while cigging. 🚬|   lexapro     developed hypersomnia    hope  physicians  informing    crippling  effects    tried  medications     pristiq snri  day       phasing     reality  cigging 🚬
99|@fuyuki_0127 咁樣好左，pristiq 可以選擇性地食係咪有D咩開心事|fuyuki 咁樣好左，pristiq 可以選擇性地食係咪有d咩開心事
100|@nobodyinpartic3 Oh well this is my anti-depressants. I'm on Pristiq (desvenlafaxine). My t-blocker is cyproterone. Between the two I am just physically incapable of being horny lol|nobodyinpartic oh     antidepressants   pristiq desvenlafaxine  blocker  cyproterone       physically incapable   horny lol
101|@attentionfixed @AskADHD I had covid, which killed my appetite and then finally saw a psychiatrist. I take Pristiq atm, and have to limit my alcohol consumption while on that anyhow.I smoke weed in place of alcohol now and alot of my health concerns sorted themselves out without further attention|attentionfixed askadhd   covid  killed  appetite   finally   psychiatrist   pristiq atm    limit  alcohol consumption    anyhow smoke weed    alcohol   alot   health concerns sorted     attention
102|Pristiq de Light|pristiq de light
103|does anyone take pristiq|   pristiq
104|las personas en cuestión: Pristiq https://t.co/AUCqyQ08iW|las personas en cuestión pristiq httpscoaucqyqiw
